Term,Course,CourseTitle,ClassSection,DistinctStudentCount,ClassEnrollmentStatus
Spring2021,MATH-UA123,CalculusIII,1,44,Enrolled
Spring2021,MATH-UA123,CalculusIII,2,11,Dropped
Spring2021,MATH-UA123,CalculusIII,2,45,Enrolled
Spring2021,MATH-UA123,CalculusIII,3,7,Dropped
Spring2021,MATH-UA123,CalculusIII,3,45,Enrolled
Spring2021,MATH-UA123,CalculusIII,4,13,Dropped
Spring2021,MATH-UA123,CalculusIII,4,35,Enrolled
Spring2021,MATH-UA123,CalculusIII,5,20,Dropped
Spring2021,MATH-UA123,CalculusIII,5,24,Enrolled
Spring2021,MATH-UA129,HonorsCalculusIII,1,1,Dropped
Spring2021,MATH-UA129,HonorsCalculusIII,1,16,Enrolled
Spring2021,MATH-UA140,LinearAlgebra,1,22,Dropped
Spring2021,MATH-UA140,LinearAlgebra,1,128,Enrolled
Spring2021,MATH-UA140,LinearAlgebra,6,45,Dropped
Spring2021,MATH-UA140,LinearAlgebra,6,73,Enrolled
Spring2021,MATH-UA140,LinearAlgebra,11,29,Dropped
Spring2021,MATH-UA140,LinearAlgebra,11,104,Enrolled
Spring2021,MATH-UA140,LinearAlgebra,16,21,Dropped
Spring2021,MATH-UA140,LinearAlgebra,16,38,Enrolled
Spring2021,MATH-UA144,IntroductiontoComputerSimulation,1,11,Dropped
Spring2021,MATH-UA144,IntroductiontoComputerSimulation,1,22,Enrolled
Spring2021,MATH-UA148,HonorsLinearAlgebra,1,11,Dropped
Spring2021,MATH-UA148,HonorsLinearAlgebra,1,30,Enrolled
Spring2021,MATH-UA211,MathematicsforEconomicsI,1,15,Dropped
Spring2021,MATH-UA211,MathematicsforEconomicsI,1,132,Enrolled
Spring2021,MATH-UA211,MathematicsforEconomicsI,6,20,Dropped
Spring2021,MATH-UA211,MathematicsforEconomicsI,6,123,Enrolled
Spring2021,MATH-UA211,MathematicsforEconomicsI,11,17,Dropped
Spring2021,MATH-UA211,MathematicsforEconomicsI,11,63,Enrolled
Spring2021,MATH-UA212,MathematicsforEconomicsII,1,15,Dropped
Spring2021,MATH-UA212,MathematicsforEconomicsII,1,160,Enrolled
Spring2021,MATH-UA212,MathematicsforEconomicsII,6,33,Dropped
Spring2021,MATH-UA212,MathematicsforEconomicsII,6,152,Enrolled
Spring2021,MATH-UA212,MathematicsforEconomicsII,11,18,Dropped
Spring2021,MATH-UA212,MathematicsforEconomicsII,11,159,Enrolled
Spring2021,MATH-UA212,MathematicsforEconomicsII,116,5,Dropped
Spring2021,MATH-UA212,MathematicsforEconomicsII,116,23,Enrolled
Spring2021,MATH-UA212,MathematicsforEconomicsII,119,2,Dropped
Spring2021,MATH-UA212,MathematicsforEconomicsII,119,71,Enrolled
Spring2021,MATH-UA213,MathematicsforEconomicsIII,1,11,Dropped
Spring2021,MATH-UA213,MathematicsforEconomicsIII,1,96,Enrolled
Spring2021,MATH-UA230,IntroductiontoFluidDynamics,1,8,Dropped
Spring2021,MATH-UA230,IntroductiontoFluidDynamics,1,18,Enrolled
Spring2021,MATH-UA233,TheoryofProbability,1,17,Dropped
Spring2021,MATH-UA233,TheoryofProbability,1,29,Enrolled
Spring2021,MATH-UA233,TheoryofProbability,3,16,Dropped
Spring2021,MATH-UA233,TheoryofProbability,3,32,Enrolled
Spring2021,MATH-UA233,TheoryofProbability,7,13,Dropped
Spring2021,MATH-UA233,TheoryofProbability,7,27,Enrolled
Spring2021,MATH-UA233,TheoryofProbability,SH5,2,Dropped
Spring2021,MATH-UA233,TheoryofProbability,SH5,44,Enrolled
Spring2021,MATH-UA234,MathematicalStatistics,1,18,Dropped
Spring2021,MATH-UA234,MathematicalStatistics,1,36,Enrolled
Spring2021,MATH-UA234,MathematicalStatistics,3,3,Dropped
Spring2021,MATH-UA234,MathematicalStatistics,3,45,Enrolled
Spring2021,MATH-UA235,Probability&Statistics,1,22,Dropped
Spring2021,MATH-UA235,Probability&Statistics,1,60,Enrolled
Spring2021,MATH-UA238,HonorsTheoryofProbability,1,2,Dropped
Spring2021,MATH-UA238,HonorsTheoryofProbability,1,23,Enrolled
Spring2021,MATH-UA240,Combinatorics,1,25,Dropped
Spring2021,MATH-UA240,Combinatorics,1,37,Enrolled
Spring2021,MATH-UA248,TheoryofNumbers,1,8,Dropped
Spring2021,MATH-UA248,TheoryofNumbers,1,27,Enrolled
Spring2021,MATH-UA250,MathematicsofFinance,1,17,Dropped
Spring2021,MATH-UA250,MathematicsofFinance,1,38,Enrolled
Spring2021,MATH-UA250,MathematicsofFinance,3,15,Dropped
Spring2021,MATH-UA250,MathematicsofFinance,3,40,Enrolled
Spring2021,MATH-UA251,IntrotoMathModeling,1,23,Dropped
Spring2021,MATH-UA251,IntrotoMathModeling,1,34,Enrolled
Spring2021,MATH-UA252,NumericalAnalysis,1,18,Dropped
Spring2021,MATH-UA252,NumericalAnalysis,1,27,Enrolled
Spring2021,MATH-UA252,NumericalAnalysis,3,16,Dropped
Spring2021,MATH-UA252,NumericalAnalysis,3,32,Enrolled
Spring2021,MATH-UA252,NumericalAnalysis,5,4,Dropped
Spring2021,MATH-UA252,NumericalAnalysis,5,25,Enrolled
Spring2021,MATH-UA253,LinearandNonlinearOptimization,1,11,Dropped
Spring2021,MATH-UA253,LinearandNonlinearOptimization,1,42,Enrolled
Spring2021,MATH-UA262,OrdinaryDiffEquations,1,12,Dropped
Spring2021,MATH-UA262,OrdinaryDiffEquations,1,36,Enrolled
Spring2021,MATH-UA262,OrdinaryDiffEquations,3,5,Dropped
Spring2021,MATH-UA262,OrdinaryDiffEquations,3,34,Enrolled
Spring2021,MATH-UA262,OrdinaryDiffEquations,5,9,Dropped
Spring2021,MATH-UA262,OrdinaryDiffEquations,5,22,Enrolled
Spring2021,MATH-UA263,PartialDiffEquations,1,12,Dropped
Spring2021,MATH-UA263,PartialDiffEquations,1,55,Enrolled
Spring2021,MATH-UA264,Chaos&DynamicalSystems,1,16,Dropped
Spring2021,MATH-UA264,Chaos&DynamicalSystems,1,24,Enrolled
Spring2021,MATH-UA282,FunctionsofaComplexVariable,1,12,Dropped
Spring2021,MATH-UA282,FunctionsofaComplexVariable,1,60,Enrolled
Spring2021,MATH-UA325,Analysis,1,20,Dropped
Spring2021,MATH-UA325,Analysis,1,60,Enrolled
Spring2021,MATH-UA325,Analysis,4,17,Dropped
Spring2021,MATH-UA325,Analysis,4,60,Enrolled
Spring2021,MATH-UA325,Analysis,7,21,Dropped
Spring2021,MATH-UA325,Analysis,7,41,Enrolled
Spring2021,MATH-UA325,Analysis,10,15,Dropped
Spring2021,MATH-UA325,Analysis,10,56,Enrolled
Spring2021,MATH-UA325,Analysis,SH10,5,Dropped
Spring2021,MATH-UA325,Analysis,SH10,14,Enrolled
Spring2021,MATH-UA328,HonorsAnalysisI,1,7,Dropped
Spring2021,MATH-UA328,HonorsAnalysisI,1,12,Enrolled
Spring2021,MATH-UA329,HonorsAnalysisII,1,3,Dropped
Spring2021,MATH-UA329,HonorsAnalysisII,1,18,Enrolled
Spring2021,MATH-UA343,Algebra,1,13,Dropped
Spring2021,MATH-UA343,Algebra,1,37,Enrolled
Spring2021,MATH-UA343,Algebra,3,17,Dropped
Spring2021,MATH-UA343,Algebra,3,44,Enrolled
Spring2021,MATH-UA343,Algebra,SH5,3,Dropped
Spring2021,MATH-UA343,Algebra,SH5,13,Enrolled
Spring2021,MATH-UA349,HonorsAlgebraII,1,2,Dropped
Spring2021,MATH-UA349,HonorsAlgebraII,1,6,Enrolled
Spring2021,MATH-UA375,Topology,1,4,Dropped
Spring2021,MATH-UA375,Topology,1,12,Enrolled
Spring2021,MATH-UA377,DifferentialGeometry,1,5,Dropped
Spring2021,MATH-UA377,DifferentialGeometry,1,25,Enrolled
Spring2021,MATH-UA9,AlgebraandCalculus,1,39,Dropped
Spring2021,MATH-UA9,AlgebraandCalculus,1,103,Enrolled
Spring2021,MATH-UA9140,LinearAlgebra,L01,9,Dropped
Spring2021,MATH-UA9140,LinearAlgebra,L01,43,Enrolled
Spring2021,MATH-UA9211,MathematicsforEconomicsI,L01,4,Dropped
Spring2021,MATH-UA9211,MathematicsforEconomicsI,L01,11,Enrolled
Spring2021,MATH-UA9212,MathematicsforEconomicsII,C01,7,Dropped
Spring2021,MATH-UA9212,MathematicsforEconomicsII,C01,6,Enrolled
